file,class,title,uploader,artist,license,license_url,page,thumb,sha1
aihole_durga_temple/0674e0dd552a.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (75).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(75).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2875%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2875%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,23f1eac9c65430a190804ba88101e59be4e78134
aihole_durga_temple/06a96c371077.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (84).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(84).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2884%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2884%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,cbd351e0cb46b2389dfe9270771a0e8bedbf68d3
aihole_durga_temple/0711143f01e4.jpg,aihole_durga_temple,File:IMG 1706 Durga Temple.jpg,Shivajidesai29,Shivajidesai29,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:IMG_1706_Durga_Temple.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/IMG_1706_Durga_Temple.jpg/500px-IMG_1706_Durga_Temple.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,a09b23a8baf325ba57f8047c446693f3ad1c4f74
aihole_durga_temple/07bd4d516b44.jpg,aihole_durga_temple,"File:8th century Durga Surya temple goddess Mahishasuramardini with powers of all gods killing buffalo demon, Aihole Hindu temples and monuments.jpg",Ms Sarah Welch,Ms Sarah Welch,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:8th_century_Durga_Surya_temple_goddess_Mahishasuramardini_with_powers_of_all_gods_killing_buffalo_demon,_Aihole_Hindu_temples_and_monuments.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/8th_century_Durga_Surya_temple_goddess_Mahishasuramardini_with_powers_of_all_gods_killing_buffalo_demon%2C_Aihole_Hindu_temples_and_monuments.jpg/500px-8th_century_Durga_Surya_temple_goddess_Mahishasuramardini_with_powers_of_all_gods_killing_buffalo_demon%2C_Aihole_Hindu_temples_and_monuments.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,5b74e020cc1bb931c99a6e8c6e01c7c873bad7cc
aihole_durga_temple/07d6b9903801.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (68).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(68).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2868%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2868%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,84fb1bbdf806a8941d34a7f5fb79cabd5237ec7f
aihole_durga_temple/07eefcab66d3.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (23).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(23).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2823%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2823%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,d7371c0f1296d8b8dfc444ab5694f22a93fdac66
aihole_durga_temple/08dded072e42.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (61).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(61).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2861%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2861%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,7267595995d62a848a5b73030a0b7ba8a9218dfc
aihole_durga_temple/092a1bdd0417.jpg,aihole_durga_temple,File:Durga Temple Aihole. Shiva.jpg,Ismoon,"Ismoon (talk) 21:00, 5 June 2013 (UTC)",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Durga_Temple_Aihole._Shiva.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/Durga_Temple_Aihole._Shiva.jpg/500px-Durga_Temple_Aihole._Shiva.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,e427bd2ba4820fdbbad44c77c496201d215211d4
aihole_durga_temple/09772fe61c31.jpg,aihole_durga_temple,"File:8th century Durga Surya temple Vishnu riding his Garuda vahana, Aihole Hindu temples monuments.jpg",Ms Sarah Welch,Ms Sarah Welch,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:8th_century_Durga_Surya_temple_Vishnu_riding_his_Garuda_vahana,_Aihole_Hindu_temples_monuments.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/8th_century_Durga_Surya_temple_Vishnu_riding_his_Garuda_vahana%2C_Aihole_Hindu_temples_monuments.jpg/500px-8th_century_Durga_Surya_temple_Vishnu_riding_his_Garuda_vahana%2C_Aihole_Hindu_temples_monuments.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,27ff7dbd37b79902b04672ff13633f26de2b0801
aihole_durga_temple/098eaa8e01c0.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (122).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(122).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28122%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28122%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,bd92b98bd905db480a3756e19164375dbbace11d
aihole_durga_temple/0a0aacc1c1ee.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (118).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(118).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28118%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28118%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,7706fc6c6db3aa9f28c4af37e753483a8f52ed57
aihole_durga_temple/0b1539f59db1.jpg,aihole_durga_temple,"File:Roi Naga dans le temple de Durga (Aihole, Inde) (14360093176).jpg",Lomita,"Jean-Pierre Dalbéra from Paris, France",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Roi_Naga_dans_le_temple_de_Durga_(Aihole,_Inde)_(14360093176).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/Roi_Naga_dans_le_temple_de_Durga_%28Aihole%2C_Inde%29_%2814360093176%29.jpg/500px-Roi_Naga_dans_le_temple_de_Durga_%28Aihole%2C_Inde%29_%2814360093176%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,5bba1af598e035ad0d2ab254d26106d7e5d25389
aihole_durga_temple/0b2fcc95ab0a.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (85).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(85).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2885%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2885%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,436d1c43c46fff7dd4fc0fa8247f50510f74df48
aihole_durga_temple/0b35ae0ac251.jpg,aihole_durga_temple,File:The Durga Temple Aihole.jpg,Manjunathymeti,Manjunathymeti,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:The_Durga_Temple_Aihole.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/The_Durga_Temple_Aihole.jpg/500px-The_Durga_Temple_Aihole.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,732be84e5cf3b33dc549b86d397092a3353a491e
aihole_durga_temple/0c0246de19e6.jpg,aihole_durga_temple,"File:Le temple de Durga (Aihole, Inde) (14196864577).jpg",Lomita,"Jean-Pierre Dalbéra from Paris, France",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Le_temple_de_Durga_(Aihole,_Inde)_(14196864577).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/Le_temple_de_Durga_%28Aihole%2C_Inde%29_%2814196864577%29.jpg/500px-Le_temple_de_Durga_%28Aihole%2C_Inde%29_%2814196864577%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,3c5406cfd314bf0e1c21fa02c200e95673f0b175
aihole_durga_temple/0d540cda1318.jpg,aihole_durga_temple,File:Panorama of Group Of Monuments at Pattadakal.jpg,I.Mahesh,IM3847,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Panorama_of_Group_Of_Monuments_at_Pattadakal.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Panorama_of_Group_Of_Monuments_at_Pattadakal.jpg/500px-Panorama_of_Group_Of_Monuments_at_Pattadakal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,89c938e2ff7a4c1d5043336846f480b0e85e1c2c
aihole_durga_temple/0d5e38d6a102.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (67).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(67).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2867%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2867%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,7fd37e69ff8ed1c5d318249a414ef41492e0d875
aihole_durga_temple/0dc26311a284.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (140).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(140).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d7/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28140%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28140%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1888b201c980f1f1637866032addc32587be3c58
aihole_durga_temple/1043858f5d1c.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (59).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(59).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2859%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2859%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,9632fb97a2c3c3d0f6f04616b0e52d2331756cc8
aihole_durga_temple/10d04e415be6.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (138).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(138).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28138%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28138%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,3c9f6a16f0217b4d29b7cf54b74c8fe4c733f516
aihole_durga_temple/126d55c1b51b.jpg,aihole_durga_temple,File:Aihole si05-1471.jpg,G41rn8,G41rn8,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Aihole_si05-1471.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/Aihole_si05-1471.jpg/500px-Aihole_si05-1471.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,937776958aa3dace8944e868fb8ac704166ae284
aihole_durga_temple/129145f00b97.jpg,aihole_durga_temple,"File:8th century Durga Surya temple a greeting couple at entrance, Aihole Hindu temples monuments 2.jpg",Ms Sarah Welch,Ms Sarah Welch,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:8th_century_Durga_Surya_temple_a_greeting_couple_at_entrance,_Aihole_Hindu_temples_monuments_2.jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/8th_century_Durga_Surya_temple_a_greeting_couple_at_entrance%2C_Aihole_Hindu_temples_monuments_2.jpg/500px-8th_century_Durga_Surya_temple_a_greeting_couple_at_entrance%2C_Aihole_Hindu_temples_monuments_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,5302fce454c205bf151b1b8b5f63ea05a271cc4a
aihole_durga_temple/13322a174c8d.jpg,aihole_durga_temple,File:AIHOLE 25.jpg,Akshatha,Akshatha,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:AIHOLE_25.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/AIHOLE_25.jpg/500px-AIHOLE_25.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,cb63bb2b83750036712a3d6b1c7392ed95755f08
aihole_durga_temple/13becbecb4de.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (141).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(141).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28141%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28141%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,f6f08456b77c348b55cde47acf37605ad672cba2
aihole_durga_temple/14e5fbeaa622.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (109).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(109).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28109%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28109%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,72e873aaff05e5c38a783b952a581080916e28f6
aihole_durga_temple/16013654e9bf.jpg,aihole_durga_temple,File:Aihole Durga devi Temple.jpg,Bpyuvaraju,B.P. Yuvaraju,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Aihole_Durga_devi_Temple.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Aihole_Durga_devi_Temple.jpg/500px-Aihole_Durga_devi_Temple.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,0545c5d752862238235ad34c580c7d525536524d
aihole_durga_temple/16a15fc75f7b.jpg,aihole_durga_temple,"File:Durga Temple Complex, Aihole-Dr. Murali Mohan Gurram (10).jpg",Dr Murali Mohan Gurram,Dr Murali Mohan Gurram,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple_Complex,_Aihole-Dr._Murali_Mohan_Gurram_(10).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/Durga_Temple_Complex%2C_Aihole-Dr._Murali_Mohan_Gurram_%2810%29.jpg/500px-Durga_Temple_Complex%2C_Aihole-Dr._Murali_Mohan_Gurram_%2810%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,3c998a2c2e9d69e62dbe41849a866980523ebb58
aihole_durga_temple/174e8a43c96c.jpg,aihole_durga_temple,"File:Durga Temple Complex, Aihole-Dr. Murali Mohan Gurram (7).jpg",Dr Murali Mohan Gurram,Dr Murali Mohan Gurram,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple_Complex,_Aihole-Dr._Murali_Mohan_Gurram_(7).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Durga_Temple_Complex%2C_Aihole-Dr._Murali_Mohan_Gurram_%287%29.jpg/500px-Durga_Temple_Complex%2C_Aihole-Dr._Murali_Mohan_Gurram_%287%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,a9bb69a966b472ef72214eebddc3e87037b4e5a0
aihole_durga_temple/17fecba568ae.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (143).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(143).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28143%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%28143%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,1c4fdd6071e4545e3e94f8353cccf010de22795c
aihole_durga_temple/18b9cad2655d.jpg,aihole_durga_temple,"File:Durga Temple, Aihole-Dr. Murali Mohan Gurram (4).jpg",Dr Murali Mohan Gurram,Dr Murali Mohan Gurram,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole-Dr._Murali_Mohan_Gurram_(4).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Durga_Temple%2C_Aihole-Dr._Murali_Mohan_Gurram_%284%29.jpg/500px-Durga_Temple%2C_Aihole-Dr._Murali_Mohan_Gurram_%284%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,35ce6f1cdbde064a79016b5466eed7c60664ce2f
aihole_durga_temple/192411c26f0a.jpg,aihole_durga_temple,"File:Durga Temple, Aihole - hamvrvb102k22 (89).jpg",Vinayaraj,Vinayaraj,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Durga_Temple,_Aihole_-_hamvrvb102k22_(89).jpg",https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2889%29.jpg/500px-Durga_Temple%2C_Aihole_-_hamvrvb102k22_%2889%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,85676ecfa64fa67b0640986f5c8bcec25d83d058
