file,class,split
aihole_durga_temple/d64e60e48fc6.jpg,aihole_durga_temple,val
aihole_durga_temple/ef36c7d56005.jpg,aihole_durga_temple,val
aihole_durga_temple/03a8034fdf94.jpg,aihole_durga_temple,val
aihole_durga_temple/2603fce6f514.jpg,aihole_durga_temple,val
aihole_durga_temple/33c40f924f16.jpg,aihole_durga_temple,val
aihole_durga_temple/ac155dfa16e6.jpg,aihole_durga_temple,val
aihole_durga_temple/24d60a04dade.jpg,aihole_durga_temple,val
aihole_durga_temple/ad4341be9e9c.jpg,aihole_durga_temple,val
aihole_durga_temple/d8b93247b39e.jpg,aihole_durga_temple,val
aihole_durga_temple/e67ee9e3609e.jpg,aihole_durga_temple,val
aihole_durga_temple/214fed805226.jpg,aihole_durga_temple,train
aihole_durga_temple/42278de685eb.jpg,aihole_durga_temple,train
aihole_durga_temple/6d290bdcd2fa.jpg,aihole_durga_temple,train
aihole_durga_temple/fceb1a354e1f.jpg,aihole_durga_temple,train
aihole_durga_temple/45eb7d796164.jpg,aihole_durga_temple,train
aihole_durga_temple/b40428e0e5f1.jpg,aihole_durga_temple,train
aihole_durga_temple/bf087fcefa57.jpg,aihole_durga_temple,train
aihole_durga_temple/d3c93b625b91.jpg,aihole_durga_temple,train
aihole_durga_temple/f6816ebd8dc3.jpg,aihole_durga_temple,train
aihole_durga_temple/0711143f01e4.jpg,aihole_durga_temple,train
aihole_durga_temple/65a4e3ddbc33.jpg,aihole_durga_temple,train
aihole_durga_temple/7b063c3102a9.jpg,aihole_durga_temple,train
aihole_durga_temple/8e394b140c16.jpg,aihole_durga_temple,train
aihole_durga_temple/e3ed1d0be8cf.jpg,aihole_durga_temple,train
aihole_durga_temple/092a1bdd0417.jpg,aihole_durga_temple,train
aihole_durga_temple/88336bbba2b1.jpg,aihole_durga_temple,train
aihole_durga_temple/a278661c8ad5.jpg,aihole_durga_temple,train
aihole_durga_temple/e7bcba59a4a9.jpg,aihole_durga_temple,train
aihole_durga_temple/f1a48601379f.jpg,aihole_durga_temple,train
aihole_durga_temple/f4c7869a7ab3.jpg,aihole_durga_temple,train
aihole_durga_temple/0d540cda1318.jpg,aihole_durga_temple,train
aihole_durga_temple/1c12be676255.jpg,aihole_durga_temple,train
aihole_durga_temple/69c5e1715aaf.jpg,aihole_durga_temple,train
aihole_durga_temple/749688475169.jpg,aihole_durga_temple,train
aihole_durga_temple/7e0bafe6b0bc.jpg,aihole_durga_temple,train
aihole_durga_temple/d5e6373e612c.jpg,aihole_durga_temple,train
aihole_durga_temple/4f7743acf7cc.jpg,aihole_durga_temple,train
aihole_durga_temple/6a4826acbcea.jpg,aihole_durga_temple,train
aihole_durga_temple/7b79ce50e590.jpg,aihole_durga_temple,train
aihole_durga_temple/863505eef46c.jpg,aihole_durga_temple,train
aihole_durga_temple/94119e386a12.jpg,aihole_durga_temple,train
aihole_durga_temple/9e876b75d466.jpg,aihole_durga_temple,train
aihole_durga_temple/ca35a4c7751e.jpg,aihole_durga_temple,train
aihole_durga_temple/ef1e86adb8dc.jpg,aihole_durga_temple,train
aihole_durga_temple/126d55c1b51b.jpg,aihole_durga_temple,train
aihole_durga_temple/20f28643fe39.jpg,aihole_durga_temple,train
aihole_durga_temple/23a462675121.jpg,aihole_durga_temple,train
aihole_durga_temple/35351057a805.jpg,aihole_durga_temple,train
aihole_durga_temple/3810be50f9bf.jpg,aihole_durga_temple,train
aihole_durga_temple/45da1068cf81.jpg,aihole_durga_temple,train
aihole_durga_temple/47a7f9d95c03.jpg,aihole_durga_temple,train
aihole_durga_temple/6dafaa51fc49.jpg,aihole_durga_temple,train
aihole_durga_temple/7a86a253876e.jpg,aihole_durga_temple,train
aihole_durga_temple/a9f81a0c4b69.jpg,aihole_durga_temple,train
aihole_durga_temple/e24baace1d81.jpg,aihole_durga_temple,train
aihole_durga_temple/e3c3fd588143.jpg,aihole_durga_temple,train
aihole_durga_temple/f270ef5e6a99.jpg,aihole_durga_temple,train
aihole_durga_temple/ff6f97c94815.jpg,aihole_durga_temple,train
aihole_durga_temple/02d15e35f84b.jpg,aihole_durga_temple,train
aihole_durga_temple/041172593da9.jpg,aihole_durga_temple,train
aihole_durga_temple/065a0e938062.jpg,aihole_durga_temple,train
aihole_durga_temple/23329eb856b2.jpg,aihole_durga_temple,train
aihole_durga_temple/3361a2334702.jpg,aihole_durga_temple,train
aihole_durga_temple/61ec2cd4b47f.jpg,aihole_durga_temple,train
aihole_durga_temple/72cc820d4f5b.jpg,aihole_durga_temple,train
aihole_durga_temple/8b9f7f3bd54c.jpg,aihole_durga_temple,train
aihole_durga_temple/9824e94cd312.jpg,aihole_durga_temple,train
aihole_durga_temple/a2e912de6699.jpg,aihole_durga_temple,train
aihole_durga_temple/b40997115111.jpg,aihole_durga_temple,train
aihole_durga_temple/bf3c6f0f34f0.jpg,aihole_durga_temple,train
aihole_durga_temple/c421dfe125a1.jpg,aihole_durga_temple,train
aihole_durga_temple/ca4601b3777e.jpg,aihole_durga_temple,train
aihole_durga_temple/0b1539f59db1.jpg,aihole_durga_temple,train
aihole_durga_temple/0c0246de19e6.jpg,aihole_durga_temple,train
aihole_durga_temple/20139a8c20c6.jpg,aihole_durga_temple,train
aihole_durga_temple/227e7ec7a0d7.jpg,aihole_durga_temple,train
aihole_durga_temple/57f572fb74f5.jpg,aihole_durga_temple,train
aihole_durga_temple/7a0f9e04bf97.jpg,aihole_durga_temple,train
aihole_durga_temple/7ec38afbd325.jpg,aihole_durga_temple,train
aihole_durga_temple/8541e867cfa5.jpg,aihole_durga_temple,train
aihole_durga_temple/87d46dba1a55.jpg,aihole_durga_temple,train
aihole_durga_temple/a30e28779335.jpg,aihole_durga_temple,train
aihole_durga_temple/a9f866657655.jpg,aihole_durga_temple,train
aihole_durga_temple/b845695940ea.jpg,aihole_durga_temple,train
aihole_durga_temple/c54f872420c1.jpg,aihole_durga_temple,train
aihole_durga_temple/ecd5b272fa38.jpg,aihole_durga_temple,train
aihole_durga_temple/ffbed60d599f.jpg,aihole_durga_temple,train
aihole_durga_temple/16a15fc75f7b.jpg,aihole_durga_temple,train
aihole_durga_temple/174e8a43c96c.jpg,aihole_durga_temple,train
aihole_durga_temple/18b9cad2655d.jpg,aihole_durga_temple,train
aihole_durga_temple/255e29ee19f4.jpg,aihole_durga_temple,train
aihole_durga_temple/2b1dc4b094ff.jpg,aihole_durga_temple,train
aihole_durga_temple/3af1d2430e4b.jpg,aihole_durga_temple,train
aihole_durga_temple/3ef1f398dbda.jpg,aihole_durga_temple,train
aihole_durga_temple/3f9bf6c4bf35.jpg,aihole_durga_temple,train
aihole_durga_temple/794de5d7d7ce.jpg,aihole_durga_temple,train
aihole_durga_temple/81116d9e8966.jpg,aihole_durga_temple,train
aihole_durga_temple/8ee6e5a8e4ac.jpg,aihole_durga_temple,train
aihole_durga_temple/97b7adfe7c4b.jpg,aihole_durga_temple,train
aihole_durga_temple/a0e8a3fbb6a0.jpg,aihole_durga_temple,train
aihole_durga_temple/adc741ea0df2.jpg,aihole_durga_temple,train
aihole_durga_temple/b2e380f4dcf2.jpg,aihole_durga_temple,train
aihole_durga_temple/bf3d3619c2b2.jpg,aihole_durga_temple,train
aihole_durga_temple/ec3da06b69fc.jpg,aihole_durga_temple,train
aihole_durga_temple/f60568a68dee.jpg,aihole_durga_temple,train
aihole_durga_temple/07bd4d516b44.jpg,aihole_durga_temple,train
aihole_durga_temple/09772fe61c31.jpg,aihole_durga_temple,train
aihole_durga_temple/129145f00b97.jpg,aihole_durga_temple,train
aihole_durga_temple/277cc65759e4.jpg,aihole_durga_temple,train
aihole_durga_temple/2af1d2b90297.jpg,aihole_durga_temple,train
aihole_durga_temple/2c2e1a2508ae.jpg,aihole_durga_temple,train
aihole_durga_temple/30c531785fab.jpg,aihole_durga_temple,train
aihole_durga_temple/448baa1b17fa.jpg,aihole_durga_temple,train
aihole_durga_temple/4a721106bd12.jpg,aihole_durga_temple,train
aihole_durga_temple/611552e28bdb.jpg,aihole_durga_temple,train
aihole_durga_temple/6a781bcb6cd1.jpg,aihole_durga_temple,train
aihole_durga_temple/9c2124b30fee.jpg,aihole_durga_temple,train
aihole_durga_temple/9f9f3281a95e.jpg,aihole_durga_temple,train
aihole_durga_temple/bbf21104a817.jpg,aihole_durga_temple,train
aihole_durga_temple/bfbf167cb85c.jpg,aihole_durga_temple,train
aihole_durga_temple/c927da181143.jpg,aihole_durga_temple,train
aihole_durga_temple/cb27a5d24dac.jpg,aihole_durga_temple,train
aihole_durga_temple/cd6a4b76f5e5.jpg,aihole_durga_temple,train
aihole_durga_temple/d6cb2521bf32.jpg,aihole_durga_temple,train
aihole_durga_temple/dd044258fa2a.jpg,aihole_durga_temple,train
aihole_durga_temple/13322a174c8d.jpg,aihole_durga_temple,train
aihole_durga_temple/1bb034c0555e.jpg,aihole_durga_temple,train
aihole_durga_temple/1d98a1ccb910.jpg,aihole_durga_temple,train
aihole_durga_temple/22f819cbdb1b.jpg,aihole_durga_temple,train
aihole_durga_temple/2ec41e406f0e.jpg,aihole_durga_temple,train
aihole_durga_temple/36a4abf0214e.jpg,aihole_durga_temple,train
aihole_durga_temple/3973a7cb6ef6.jpg,aihole_durga_temple,train
aihole_durga_temple/4048cf41b2de.jpg,aihole_durga_temple,train
aihole_durga_temple/418de6262124.jpg,aihole_durga_temple,train
aihole_durga_temple/431349155667.jpg,aihole_durga_temple,train
aihole_durga_temple/46ee8bfb4121.jpg,aihole_durga_temple,train
aihole_durga_temple/51b23194f693.jpg,aihole_durga_temple,train
aihole_durga_temple/5af3bd73f29f.jpg,aihole_durga_temple,train
aihole_durga_temple/6255259d0dde.jpg,aihole_durga_temple,train
aihole_durga_temple/6283073bc615.jpg,aihole_durga_temple,train
aihole_durga_temple/62949aacaad7.jpg,aihole_durga_temple,train
aihole_durga_temple/62d9527f64e8.jpg,aihole_durga_temple,train
aihole_durga_temple/63b5dd715545.jpg,aihole_durga_temple,train
aihole_durga_temple/709a05e5e374.jpg,aihole_durga_temple,train
aihole_durga_temple/79039168fb1e.jpg,aihole_durga_temple,train
aihole_durga_temple/7a7e90249ebe.jpg,aihole_durga_temple,train
aihole_durga_temple/8c633b2639b8.jpg,aihole_durga_temple,train
aihole_durga_temple/8ced505c1841.jpg,aihole_durga_temple,train
aihole_durga_temple/9aeba72d5e5a.jpg,aihole_durga_temple,train
aihole_durga_temple/a0b091e8f604.jpg,aihole_durga_temple,train
aihole_durga_temple/a1632a0f5cbb.jpg,aihole_durga_temple,train
aihole_durga_temple/a1b6f40446fc.jpg,aihole_durga_temple,train
aihole_durga_temple/a57a64308876.jpg,aihole_durga_temple,train
aihole_durga_temple/a7d7c342ef95.jpg,aihole_durga_temple,train
aihole_durga_temple/abbeda0ac753.jpg,aihole_durga_temple,train
aihole_durga_temple/b5e9d987cb0f.jpg,aihole_durga_temple,train
aihole_durga_temple/c5dfeff01331.jpg,aihole_durga_temple,train
aihole_durga_temple/c83e732945cf.jpg,aihole_durga_temple,train
aihole_durga_temple/cd0fcf57ee8b.jpg,aihole_durga_temple,train
aihole_durga_temple/e8ef0f156535.jpg,aihole_durga_temple,train
aihole_durga_temple/eaf109b618eb.jpg,aihole_durga_temple,train
aihole_durga_temple/fcf16e3640d5.jpg,aihole_durga_temple,train
aihole_durga_temple/fe6c1c719e2f.jpg,aihole_durga_temple,train
aihole_durga_temple/ffb947b56ef1.jpg,aihole_durga_temple,train
aihole_durga_temple/02e8bff3b23f.jpg,aihole_durga_temple,train
aihole_durga_temple/038f3b541007.jpg,aihole_durga_temple,train
aihole_durga_temple/047f2958196a.jpg,aihole_durga_temple,train
aihole_durga_temple/0674e0dd552a.jpg,aihole_durga_temple,train
aihole_durga_temple/06a96c371077.jpg,aihole_durga_temple,train
aihole_durga_temple/07d6b9903801.jpg,aihole_durga_temple,train
aihole_durga_temple/07eefcab66d3.jpg,aihole_durga_temple,train
aihole_durga_temple/08dded072e42.jpg,aihole_durga_temple,train
aihole_durga_temple/098eaa8e01c0.jpg,aihole_durga_temple,train
aihole_durga_temple/0a0aacc1c1ee.jpg,aihole_durga_temple,train
aihole_durga_temple/0b2fcc95ab0a.jpg,aihole_durga_temple,train
aihole_durga_temple/0d5e38d6a102.jpg,aihole_durga_temple,train
aihole_durga_temple/0dc26311a284.jpg,aihole_durga_temple,train
aihole_durga_temple/1043858f5d1c.jpg,aihole_durga_temple,train
aihole_durga_temple/10d04e415be6.jpg,aihole_durga_temple,train
aihole_durga_temple/13becbecb4de.jpg,aihole_durga_temple,train
aihole_durga_temple/14e5fbeaa622.jpg,aihole_durga_temple,train
aihole_durga_temple/17fecba568ae.jpg,aihole_durga_temple,train
aihole_durga_temple/192411c26f0a.jpg,aihole_durga_temple,train
aihole_durga_temple/1b5145c1af3d.jpg,aihole_durga_temple,train
aihole_durga_temple/1b97136a6232.jpg,aihole_durga_temple,train
aihole_durga_temple/1be47796a8a1.jpg,aihole_durga_temple,train
aihole_durga_temple/1c476c28a8bc.jpg,aihole_durga_temple,train
aihole_durga_temple/1c7ae291209a.jpg,aihole_durga_temple,train
aihole_durga_temple/1fa85e04c5c3.jpg,aihole_durga_temple,train
aihole_durga_temple/1fd75d4af4df.jpg,aihole_durga_temple,train
aihole_durga_temple/20c2071b10e4.jpg,aihole_durga_temple,train
aihole_durga_temple/215ecf56ed47.jpg,aihole_durga_temple,train
aihole_durga_temple/22d2eb6e24d7.jpg,aihole_durga_temple,train
aihole_durga_temple/249d7650a898.jpg,aihole_durga_temple,train
aihole_durga_temple/252222b51396.jpg,aihole_durga_temple,train
aihole_durga_temple/268703791215.jpg,aihole_durga_temple,train
aihole_durga_temple/26c49b53d997.jpg,aihole_durga_temple,train
aihole_durga_temple/26e6b2ea3cfe.jpg,aihole_durga_temple,train
aihole_durga_temple/2ced599939f1.jpg,aihole_durga_temple,train
aihole_durga_temple/31cd2a5aa719.jpg,aihole_durga_temple,train
aihole_durga_temple/328fd4e3fb7d.jpg,aihole_durga_temple,train
aihole_durga_temple/34888340b332.jpg,aihole_durga_temple,train
aihole_durga_temple/35c4cdbf89fe.jpg,aihole_durga_temple,train
aihole_durga_temple/39162cc496c7.jpg,aihole_durga_temple,train
aihole_durga_temple/3aea6783d9df.jpg,aihole_durga_temple,train
aihole_durga_temple/3f442aba28c4.jpg,aihole_durga_temple,train
aihole_durga_temple/404198a562fc.jpg,aihole_durga_temple,train
aihole_durga_temple/43bb477462b0.jpg,aihole_durga_temple,train
aihole_durga_temple/44a089a96427.jpg,aihole_durga_temple,train
aihole_durga_temple/4579a1baa128.jpg,aihole_durga_temple,train
aihole_durga_temple/481e9f224347.jpg,aihole_durga_temple,train
aihole_durga_temple/4a809bc84666.jpg,aihole_durga_temple,train
aihole_durga_temple/4b3103cfa319.jpg,aihole_durga_temple,train
aihole_durga_temple/4d2a86285155.jpg,aihole_durga_temple,train
aihole_durga_temple/4f12118b6237.jpg,aihole_durga_temple,train
aihole_durga_temple/52df331a67a1.jpg,aihole_durga_temple,train
aihole_durga_temple/5649aa4eca02.jpg,aihole_durga_temple,train
aihole_durga_temple/5a34eee3319e.jpg,aihole_durga_temple,train
aihole_durga_temple/5fa98594b392.jpg,aihole_durga_temple,train
aihole_durga_temple/62b83a996fb3.jpg,aihole_durga_temple,train
aihole_durga_temple/6340304484ad.jpg,aihole_durga_temple,train
aihole_durga_temple/634a3215dbd3.jpg,aihole_durga_temple,train
aihole_durga_temple/64088464c153.jpg,aihole_durga_temple,train
aihole_durga_temple/66122e16d8ad.jpg,aihole_durga_temple,train
aihole_durga_temple/69951048fb22.jpg,aihole_durga_temple,train
aihole_durga_temple/6de2a261dfce.jpg,aihole_durga_temple,train
aihole_durga_temple/6f8149d68a76.jpg,aihole_durga_temple,train
aihole_durga_temple/70b9fd2f0334.jpg,aihole_durga_temple,train
aihole_durga_temple/731358c7a3f9.jpg,aihole_durga_temple,train
aihole_durga_temple/735203f65eda.jpg,aihole_durga_temple,train
aihole_durga_temple/74f8a353a3e1.jpg,aihole_durga_temple,train
aihole_durga_temple/764472f3c5f6.jpg,aihole_durga_temple,train
aihole_durga_temple/77203d4fd8b2.jpg,aihole_durga_temple,train
aihole_durga_temple/77664c302eef.jpg,aihole_durga_temple,train
aihole_durga_temple/7893d662024c.jpg,aihole_durga_temple,train
aihole_durga_temple/79154a892266.jpg,aihole_durga_temple,train
aihole_durga_temple/79af55428d21.jpg,aihole_durga_temple,train
aihole_durga_temple/7ab0c3102352.jpg,aihole_durga_temple,train
aihole_durga_temple/7d6269a845a8.jpg,aihole_durga_temple,train
aihole_durga_temple/7e012007f5fb.jpg,aihole_durga_temple,train
aihole_durga_temple/7f6a4827a204.jpg,aihole_durga_temple,train
aihole_durga_temple/800d804b8815.jpg,aihole_durga_temple,train
aihole_durga_temple/81506c10ed9c.jpg,aihole_durga_temple,train
aihole_durga_temple/82f1fc1f2fbb.jpg,aihole_durga_temple,train
aihole_durga_temple/87b1b3aff9a6.jpg,aihole_durga_temple,train
aihole_durga_temple/89ad78dd2683.jpg,aihole_durga_temple,train
aihole_durga_temple/8a0f371301ae.jpg,aihole_durga_temple,train
aihole_durga_temple/8ae501796991.jpg,aihole_durga_temple,train
aihole_durga_temple/8dde1ccae8a7.jpg,aihole_durga_temple,train
aihole_durga_temple/9001d1bf357f.jpg,aihole_durga_temple,train
aihole_durga_temple/95866507b9b3.jpg,aihole_durga_temple,train
aihole_durga_temple/95ffa19a8eb6.jpg,aihole_durga_temple,train
aihole_durga_temple/9677a959af0d.jpg,aihole_durga_temple,train
aihole_durga_temple/9920773b3382.jpg,aihole_durga_temple,train
aihole_durga_temple/9ee74011c5e4.jpg,aihole_durga_temple,train
aihole_durga_temple/a00660c8327b.jpg,aihole_durga_temple,train
aihole_durga_temple/a079dd687b41.jpg,aihole_durga_temple,train
aihole_durga_temple/a0d5458b382f.jpg,aihole_durga_temple,train
aihole_durga_temple/a1b7c389e9c6.jpg,aihole_durga_temple,train
aihole_durga_temple/a321a1170aba.jpg,aihole_durga_temple,train
aihole_durga_temple/a36d2799e0a2.jpg,aihole_durga_temple,train
aihole_durga_temple/a3d22a668025.jpg,aihole_durga_temple,train
aihole_durga_temple/a3e2b01c4f57.jpg,aihole_durga_temple,train
aihole_durga_temple/a4aa69743f3d.jpg,aihole_durga_temple,train
aihole_durga_temple/a65fa5912b26.jpg,aihole_durga_temple,train
aihole_durga_temple/a88dc9d70a53.jpg,aihole_durga_temple,train
aihole_durga_temple/a8d7102e8583.jpg,aihole_durga_temple,train
aihole_durga_temple/a8e37cbc65b3.jpg,aihole_durga_temple,train
aihole_durga_temple/a931f8c7ec26.jpg,aihole_durga_temple,train
aihole_durga_temple/a948c3fef8cf.jpg,aihole_durga_temple,train
aihole_durga_temple/a94aeeff88ef.jpg,aihole_durga_temple,train
aihole_durga_temple/ab1caa2c8551.jpg,aihole_durga_temple,train
aihole_durga_temple/ab84d58bd379.jpg,aihole_durga_temple,train
aihole_durga_temple/b23386536a6a.jpg,aihole_durga_temple,train
aihole_durga_temple/b5880a61f492.jpg,aihole_durga_temple,train
aihole_durga_temple/b686f5bc6902.jpg,aihole_durga_temple,train
aihole_durga_temple/ba59ca010342.jpg,aihole_durga_temple,train
aihole_durga_temple/bc716b67c410.jpg,aihole_durga_temple,train
aihole_durga_temple/bcfc64e704a7.jpg,aihole_durga_temple,train
aihole_durga_temple/be8101685b98.jpg,aihole_durga_temple,train
aihole_durga_temple/c45721c7c394.jpg,aihole_durga_temple,train
aihole_durga_temple/c4cf086f6180.jpg,aihole_durga_temple,train
aihole_durga_temple/c7c6366e7664.jpg,aihole_durga_temple,train
aihole_durga_temple/cb1898fde5b1.jpg,aihole_durga_temple,train
aihole_durga_temple/cd197bc14195.jpg,aihole_durga_temple,train
